attack,victim,session,session_id,checkpoint,decision_id,action,risk,confidence,top_channel,constraints,transfer_status,round_trip_ms,handler_ms,read_ms,score_ms,write_ms,publish_ms,workflow_ms
replay,s004,0,sim-d09798cf4e2521a94ef032c29df8d4bf,payee,71adddd17174471aa9ea8430cd0f393f,allow,9.98,0.5865,behaviour,,,160.0,31.4,4.5,0.1,17.2,9.4,
replay,s004,0,sim-d09798cf4e2521a94ef032c29df8d4bf,amount,374fabd62d3b4de6b01f71bb50008a7d,allow,19.52,0.8798,behaviour,,,223.5,27.9,4.4,0.2,13.9,9.3,
replay,s004,0,sim-d09798cf4e2521a94ef032c29df8d4bf,confirmation,29f79d0f8cff43479ca8c99158145627,monitor,26.48,0.9135,behaviour,,processing,151.4,54.9,4.7,0.2,10.0,10.4,29.5
replay,s004,1,sim-6cb09287404e0279a93c5d855f288b17,login,df41f2b6232a4abfa61570f905a3c4af,allow,2.83,0.4375,automation,,,130.6,23.2,4.0,0.1,8.9,10.0,
replay,s004,1,sim-6cb09287404e0279a93c5d855f288b17,payee,fdd8c9bff5aa4f2f88577bc7ee1937ad,allow,3.34,0.5865,behaviour,,,123.7,26.6,4.6,0.1,11.4,10.3,
replay,s004,1,sim-6cb09287404e0279a93c5d855f288b17,amount,5a97cba3e4be4c40a0bf4310bd3a7d61,allow,2.59,0.8798,behaviour,,,135.7,32.1,4.8,0.2,17.9,9.0,
replay,s004,1,sim-6cb09287404e0279a93c5d855f288b17,confirmation,91c0552bd08049808d2be9a4678d3a5f,allow,2.24,0.9135,behaviour,,processing,151.5,52.2,4.6,0.2,9.8,8.9,28.5
replay,s004,2,sim-d5e2e2ba6cfd4ddb0e263048dab55e2d,login,2a3c634bda0a4988a2bea07e78e9d2fa,allow,2.7,0.4375,automation,,,284.1,24.6,3.9,0.2,10.8,9.5,
replay,s004,2,sim-d5e2e2ba6cfd4ddb0e263048dab55e2d,payee,4e5be7d1366f4317a64ac8ab876d8922,allow,1.33,0.5865,automation,,,124.7,24.4,4.3,0.1,9.8,9.9,
replay,s004,2,sim-d5e2e2ba6cfd4ddb0e263048dab55e2d,amount,3bab69fdb6b8410c98fc6ea61c656965,allow,1.19,0.8798,automation,,,130.7,35.9,4.4,0.2,21.5,9.6,
replay,s004,2,sim-d5e2e2ba6cfd4ddb0e263048dab55e2d,confirmation,558558e50dbe422493dbd856a1c09658,allow,0.61,0.9135,automation,,processing,223.4,131.1,61.3,0.2,23.3,15.2,30.9
replay,s004,3,sim-e4450197f58af372fbda4bb42986f5c8,login,c77f3df573ec44e49353c4cca958dc0a,allow,1.79,0.4375,automation,,,122.3,26.1,4.2,0.1,11.8,9.8,
replay,s004,3,sim-e4450197f58af372fbda4bb42986f5c8,payee,2380f1e43e344ebd99c5b5c40e31f075,allow,0.94,0.5865,automation,,,124.0,29.1,4.3,0.1,10.0,14.5,
replay,s004,3,sim-e4450197f58af372fbda4bb42986f5c8,amount,13d9e0b0c7b446a7a102c692d905b7f5,allow,0.49,0.8798,automation,,,135.7,34.9,4.7,0.2,20.2,9.5,
replay,s004,3,sim-e4450197f58af372fbda4bb42986f5c8,confirmation,5093e76783d946e0b68c1b7009bd5e19,allow,0.41,0.9135,automation,,processing,175.5,69.6,5.4,0.2,18.5,15.3,30.0
replay,s004,4,sim-dd96816b01f94620ff48c5149153a7bf,login,3edd508919ec462d8a6415090b202fdb,allow,2.13,0.4375,automation,,,128.0,25.9,4.1,0.1,8.8,12.7,
replay,s004,4,sim-dd96816b01f94620ff48c5149153a7bf,payee,1bc841e3d4cf4c529a86157a3b5d47a4,allow,0.72,0.5865,behaviour,,,117.1,24.4,4.4,0.1,9.3,10.4,
replay,s004,4,sim-dd96816b01f94620ff48c5149153a7bf,amount,f22c3693e5c04a9aabe32557283d12a6,allow,0.24,0.8798,behaviour,,,143.3,24.7,4.7,0.2,10.2,9.4,
replay,s004,4,sim-dd96816b01f94620ff48c5149153a7bf,confirmation,87369b7c568d45c886e261e7f67935e7,allow,0.22,0.9135,behaviour,,processing,157.4,63.3,5.1,0.2,20.0,8.9,28.9
poisoning,s004,0,sim-e50bdb743e4b4a5366a528288c84477a,login,3a128c6086a24a789a7746b25c3fac7b,allow,2.74,0.4375,automation,,,119.5,27.4,4.2,0.1,14.0,8.9,
poisoning,s004,0,sim-e50bdb743e4b4a5366a528288c84477a,payee,0e853453738846cc8e04609912cca334,allow,3.15,0.5865,automation,,,194.4,32.5,4.7,0.1,18.9,8.6,
poisoning,s004,0,sim-e50bdb743e4b4a5366a528288c84477a,amount,838cb2e7159141c2afdf016cbff11e34,allow,1.52,0.8798,automation,,,199.3,35.0,4.4,0.2,20.9,9.4,
poisoning,s004,0,sim-e50bdb743e4b4a5366a528288c84477a,confirmation,1147c16a201a44c7b660141c23077bc1,allow,1.56,0.9135,automation,,processing,169.5,61.0,5.5,0.2,18.9,9.3,26.9
poisoning,s004,1,sim-39ccdd3efd2aeac03368c3f89291d0cb,login,daa1590bfdbd461f8425550ab77e11c4,allow,2.82,0.4375,automation,,,166.9,22.0,4.1,0.1,9.0,8.6,
poisoning,s004,1,sim-39ccdd3efd2aeac03368c3f89291d0cb,payee,37aa03bca18f4ab09efce33106b74cdb,allow,2.86,0.5865,automation,,,142.8,28.2,4.3,0.2,15.1,8.5,
poisoning,s004,1,sim-39ccdd3efd2aeac03368c3f89291d0cb,amount,ae8dea5afe9d4d799c5194f83bf95ca3,allow,1.37,0.8798,automation,,,142.3,33.9,4.5,0.2,19.7,9.4,
poisoning,s004,1,sim-39ccdd3efd2aeac03368c3f89291d0cb,confirmation,bdc6f6a97cd643b38c2bc23bd2e1efb7,allow,1.92,0.9135,behaviour,,processing,163.7,50.3,4.8,0.2,9.6,9.2,26.4
poisoning,s004,2,sim-e97dfc8871196f1095f0780550580d5c,login,0d992670859d420d9f34b8d64ef472c9,allow,2.03,0.4375,automation,,,134.0,23.0,4.0,0.1,9.5,9.1,
poisoning,s004,2,sim-e97dfc8871196f1095f0780550580d5c,payee,1ded9b12d5b24109964595ab72045b33,allow,1.21,0.5865,automation,,,145.5,24.7,4.5,0.1,9.5,10.3,
poisoning,s004,2,sim-e97dfc8871196f1095f0780550580d5c,amount,af1a1fa6d28d4f49a0190692e41d721f,allow,0.7,0.8798,automation,,,153.0,29.3,5.2,0.2,14.9,8.9,
poisoning,s004,2,sim-e97dfc8871196f1095f0780550580d5c,confirmation,1d432187365f4f29bdde29d362918163,allow,0.8,0.9135,automation,,processing,256.4,67.2,4.7,0.2,16.6,13.8,31.6
poisoning,s004,3,sim-cb8765419733ca8d0bf71eb4738b1aed,login,305bf978c4564744a441bdfeaf3e924e,allow,2.43,0.4375,automation,,,143.1,23.6,4.1,0.1,9.8,9.4,
poisoning,s004,3,sim-cb8765419733ca8d0bf71eb4738b1aed,payee,ba687fb2c6e74789bc7bab545cb52b4c,allow,2.26,0.5865,automation,,,118.5,23.7,4.2,0.1,10.6,8.6,
poisoning,s004,3,sim-cb8765419733ca8d0bf71eb4738b1aed,amount,4dbf04ed5c964534884cd05dc0f093f7,allow,1.53,0.8798,automation,,,143.6,31.2,5.7,0.2,16.3,8.8,
poisoning,s004,3,sim-cb8765419733ca8d0bf71eb4738b1aed,confirmation,9c869f8bbc6244af931bb41e06bb7cc4,allow,2.23,0.9135,behaviour,,processing,264.7,50.9,4.7,0.2,10.4,9.1,26.4
poisoning,s004,4,sim-b817c4420810c4b2f885352640dfed38,login,5114fe2d5fa943af80a137da21a4cbe4,allow,3.29,0.4375,behaviour,,,229.3,31.2,4.1,0.1,17.2,9.6,
poisoning,s004,4,sim-b817c4420810c4b2f885352640dfed38,payee,ff50d877b963435e9ca2a3b46a83e497,allow,3.18,0.5865,automation,,,191.3,24.8,4.4,0.1,11.1,9.1,
poisoning,s004,4,sim-b817c4420810c4b2f885352640dfed38,amount,dacf0b600c8d485b880a6fb622709df9,allow,1.68,0.8798,automation,,,170.4,24.9,4.6,0.2,10.3,9.7,
poisoning,s004,4,sim-b817c4420810c4b2f885352640dfed38,confirmation,5d5238c84d8448ca9f03ec956771804b,allow,1.63,0.9135,automation,,processing,172.0,61.5,6.0,0.2,13.3,9.5,32.4
genuine,s005,0,sim-0d58c052d3ca5102cde05c484273e007,login,9228b753f27d443a9efbdb64c170a7b6,allow,1.75,0.4375,automation,,,170.5,77.7,4.1,0.1,14.9,58.3,
genuine,s005,0,sim-0d58c052d3ca5102cde05c484273e007,payee,38b9756803f04b69b336efd0f2a52b8f,allow,1.38,0.5865,automation,,,141.0,34.7,7.8,0.1,16.7,9.9,
genuine,s005,0,sim-0d58c052d3ca5102cde05c484273e007,amount,578c2685c695436a9073bc4acd009e14,allow,0.56,0.8798,automation,,,119.8,26.4,4.6,0.2,10.6,10.8,
genuine,s005,0,sim-0d58c052d3ca5102cde05c484273e007,confirmation,3dbd7fbebe9e48c7b1fe4f78ba423c35,allow,0.83,0.9135,automation,,processing,198.4,82.8,4.7,0.2,21.9,9.3,46.6
genuine,s005,1,sim-5d019d16b054994a7cdbb138e274fa40,login,e256261585a046f29dd7b0365fffa676,allow,4.44,0.4375,behaviour,,,118.0,24.5,4.0,0.1,10.1,10.0,
genuine,s005,1,sim-5d019d16b054994a7cdbb138e274fa40,payee,47d7a40ce1f04375a1c97da384531814,allow,3.87,0.5865,behaviour,,,158.1,32.8,4.5,0.1,18.7,9.3,
genuine,s005,1,sim-5d019d16b054994a7cdbb138e274fa40,amount,a45a061d497846099ce82e279b3a10b5,allow,1.94,0.8798,behaviour,,,147.1,24.6,4.5,0.2,10.2,9.5,
genuine,s005,1,sim-5d019d16b054994a7cdbb138e274fa40,confirmation,e4e0acfd19314e8b82a1aae40d1f1de6,allow,2.53,0.9135,behaviour,,processing,181.1,58.6,6.4,0.2,16.0,9.8,26.1
genuine,s005,2,sim-6a29c661bbb724f56f6c5a153990c947,login,32e7a68291f340dd87a045a83d3b6bff,allow,2.63,0.4375,automation,,,138.9,25.9,4.2,0.1,8.6,12.8,
genuine,s005,2,sim-6a29c661bbb724f56f6c5a153990c947,payee,bcee956089bb42a1ad3aff0481c08896,allow,0.71,0.5865,behaviour,,,137.4,26.7,5.2,0.2,11.0,10.1,
genuine,s005,2,sim-6a29c661bbb724f56f6c5a153990c947,amount,d700c501fc614688af1e9f7493014308,allow,0.72,0.8798,automation,,,135.2,28.7,4.5,0.2,14.1,9.8,
genuine,s005,2,sim-6a29c661bbb724f56f6c5a153990c947,confirmation,f892c655ee384303847e4eccd266e176,allow,1.55,0.9135,automation,,processing,210.9,61.2,4.8,0.2,13.2,15.7,27.2
genuine,s005,3,sim-e706d1f23cb23b3b7599f003cdd3f8f4,login,3fd7d2e57638488b88ac97002ccdbc4b,allow,2.86,0.4375,automation,,,122.7,27.6,4.5,0.1,11.8,10.9,
genuine,s005,3,sim-e706d1f23cb23b3b7599f003cdd3f8f4,payee,e9aaca1bc3174f44b3cf27becdbcaccf,allow,1.59,0.5865,automation,,,128.7,29.5,4.7,0.1,14.4,10.1,
genuine,s005,3,sim-e706d1f23cb23b3b7599f003cdd3f8f4,amount,5d10e2cf8c844210b53e414a9ac22ef3,allow,0.88,0.8798,automation,,,130.2,36.6,4.5,0.2,21.4,10.4,
genuine,s005,3,sim-e706d1f23cb23b3b7599f003cdd3f8f4,confirmation,05ec1427e56a46f4a34c3f85e3bff66a,allow,1.48,0.9135,automation,,processing,160.9,63.7,4.8,0.2,13.4,15.3,29.8
genuine,s005,4,sim-34fb051e1ea6234c70c5509f40d73dd6,login,6c83cecdcd3142be92489f3a8c34393f,allow,4.25,0.4375,behaviour,,,117.8,22.8,3.8,0.1,9.3,9.4,
genuine,s005,4,sim-34fb051e1ea6234c70c5509f40d73dd6,payee,dfc90e53149b4dc0be2d8eed230e8f7b,allow,2.42,0.5865,automation,,,119.8,23.6,4.4,0.1,9.6,9.3,
genuine,s005,4,sim-34fb051e1ea6234c70c5509f40d73dd6,amount,dfec05238e334b1a98de417f2426e99d,allow,1.74,0.8798,automation,,,132.9,30.6,4.5,0.2,12.2,13.6,
genuine,s005,4,sim-34fb051e1ea6234c70c5509f40d73dd6,confirmation,203ffa6dae7a47a0b2441aba1042a895,allow,1.76,0.9135,behaviour,,processing,148.3,53.3,4.7,0.2,11.4,9.3,27.4
takeover,s005,0,sim-047a955b5c198e217de43939d91ef003,login,5ad4eeb9c63f437886a184c0e78a148a,step_up,43.78,0.4375,behaviour,,,118.5,24.7,4.5,0.1,9.9,10.0,
takeover,s005,0,sim-047a955b5c198e217de43939d91ef003,payee,8d42b6989064499ab6437963a2df7248,step_up,75.95,0.5865,behaviour,friction_ceiling,,146.9,23.8,4.3,0.1,9.2,10.0,
takeover,s005,0,sim-047a955b5c198e217de43939d91ef003,amount,e86e7669b91f4272afd8466eaaf4c3dd,step_up,99.96,0.8798,behaviour,checkpoint,,124.3,26.0,4.3,0.2,11.7,9.7,
takeover,s005,0,sim-047a955b5c198e217de43939d91ef003,confirmation,f217ebe868464ea881ab5a6f629f98b5,block,99.99,0.9135,behaviour,,blocked,176.6,58.2,4.5,0.2,19.8,9.8,23.7
takeover,s005,1,sim-6a9c69845ba3e0757ffb765bb8446f57,login,af7f69bfc33e4c0f904e1e22e1742b11,step_up,43.78,0.4375,behaviour,,,133.8,23.3,3.9,0.1,9.0,10.1,
takeover,s005,1,sim-6a9c69845ba3e0757ffb765bb8446f57,payee,39f2d0a5c7c24fecaa2a5aaa40367fcc,step_up,75.95,0.5865,behaviour,friction_ceiling,,155.8,28.3,4.4,0.1,13.9,9.7,
takeover,s005,1,sim-6a9c69845ba3e0757ffb765bb8446f57,amount,03fdefdc8514463b9992d2fce0bef9ed,step_up,99.96,0.8798,behaviour,checkpoint,,144.5,33.0,4.4,0.2,18.1,10.3,
takeover,s005,1,sim-6a9c69845ba3e0757ffb765bb8446f57,confirmation,84c6b9197b674762957c258fb03e2e51,block,99.99,0.9135,behaviour,,blocked,166.6,52.9,4.9,0.2,10.4,10.3,26.9
takeover,s005,2,sim-88911c8afcce51ccddbb74e4411c971c,login,af3a4488dfec4e3a9f2f57a2066d410b,step_up,43.78,0.4375,behaviour,,,111.9,23.0,4.1,0.1,9.3,9.4,
takeover,s005,2,sim-88911c8afcce51ccddbb74e4411c971c,payee,f6a1eb3c40f54f2da3d5565cd23c43e2,step_up,75.95,0.5865,behaviour,friction_ceiling,,155.4,35.0,4.4,0.2,20.3,10.0,
takeover,s005,2,sim-88911c8afcce51ccddbb74e4411c971c,amount,9481d4701deb42f0acc8b28d5dae0f0a,step_up,99.96,0.8798,behaviour,checkpoint,,130.5,24.0,4.4,0.2,9.8,9.4,
takeover,s005,2,sim-88911c8afcce51ccddbb74e4411c971c,confirmation,40f74fe62b024c4f8b7091f1a8e6fdb6,block,99.99,0.9135,behaviour,,blocked,183.8,65.0,4.7,0.2,21.1,9.5,29.4
takeover,s005,3,sim-19bbd2a3f0a4043c0e2734cb85e3e3b3,login,e4db7e3c04784b1684bf39e653933ffe,step_up,43.78,0.4375,behaviour,,,214.5,24.7,4.2,0.1,9.0,11.3,
takeover,s005,3,sim-19bbd2a3f0a4043c0e2734cb85e3e3b3,payee,81863a01d8cd410db6d48533084b2509,step_up,75.95,0.5865,behaviour,friction_ceiling,,135.8,33.5,4.2,0.1,18.7,10.3,
takeover,s005,3,sim-19bbd2a3f0a4043c0e2734cb85e3e3b3,amount,0c28343b0d984753b673d5730f7de2d1,step_up,99.96,0.8798,behaviour,checkpoint,,156.9,34.1,4.5,0.2,20.3,8.9,
takeover,s005,3,sim-19bbd2a3f0a4043c0e2734cb85e3e3b3,confirmation,ca4fa7b92f4f4955a9ee7826d1d607de,block,99.99,0.9135,behaviour,,blocked,205.9,53.9,4.6,0.2,13.0,9.4,26.6
takeover,s005,4,sim-9919931f701ed62df52bcd868b72ee7b,login,c74d8d776a984dce973cfa38b0e4d5b0,step_up,43.78,0.4375,behaviour,,,119.8,23.5,3.7,0.1,9.1,10.4,
takeover,s005,4,sim-9919931f701ed62df52bcd868b72ee7b,payee,6037e047dfd34c969358f4f79d55a114,step_up,75.95,0.5865,behaviour,friction_ceiling,,111.7,24.8,4.7,0.1,9.2,10.6,
takeover,s005,4,sim-9919931f701ed62df52bcd868b72ee7b,amount,aa448281e68244988c343575423ca64d,step_up,99.96,0.8798,behaviour,checkpoint,,126.4,24.2,4.5,0.2,9.3,10.1,
takeover,s005,4,sim-9919931f701ed62df52bcd868b72ee7b,confirmation,fe1d3233e86d42febbdb22d89742face,block,99.99,0.9135,behaviour,,blocked,162.5,60.8,4.4,0.2,21.0,9.1,25.9
bot,s005,0,sim-38e85b436ccf1c290cb2bb34937b91fc,login,51df54bb95ba4d43befe3e787da5667a,step_up,93.99,0.4375,automation,friction_ceiling,,117.5,23.6,3.8,0.1,9.9,9.6,
bot,s005,0,sim-38e85b436ccf1c290cb2bb34937b91fc,payee,45990ce26ea8437897a53bf62d1346d0,step_up,99.87,0.5865,automation,friction_ceiling,,127.6,33.1,4.2,0.1,9.7,18.9,
bot,s005,0,sim-38e85b436ccf1c290cb2bb34937b91fc,amount,7581c78b83794f8db239fcfd6430a851,step_up,99.95,0.8798,automation,friction_ceiling,,128.0,27.4,4.7,0.2,12.7,9.6,
bot,s005,0,sim-38e85b436ccf1c290cb2bb34937b91fc,confirmation,a78254787b9e47d0961ca98177cb73fd,step_up,99.98,0.9135,automation,friction_ceiling,awaiting_step_up,169.2,67.4,6.5,0.2,18.8,9.8,32.0
bot,s005,1,sim-f6031085719818098cc4c9c64022ce9f,login,874b1434ea0d4f6794a658df57192a3e,step_up,93.99,0.4375,automation,friction_ceiling,,115.2,23.5,4.5,0.1,8.6,10.2,
bot,s005,1,sim-f6031085719818098cc4c9c64022ce9f,payee,6357ffedf3eb496fba703e75871fabe0,step_up,99.87,0.5865,automation,friction_ceiling,,148.2,24.8,4.1,0.1,11.9,8.5,
bot,s005,1,sim-f6031085719818098cc4c9c64022ce9f,amount,ad2ff933f01545f0811d51f20be408a1,step_up,99.95,0.8798,automation,friction_ceiling,,146.7,28.3,5.4,0.2,12.5,10.0,
bot,s005,1,sim-f6031085719818098cc4c9c64022ce9f,confirmation,8182499842f244cf88f535c071277cca,step_up,99.98,0.9135,automation,friction_ceiling,awaiting_step_up,167.2,63.2,4.9,0.2,19.6,10.3,28.1
bot,s005,2,sim-78f11c07f1517b12395b419012ca8f74,login,c2fb9826d8624ff6976d928444dacb4f,step_up,93.99,0.4375,automation,friction_ceiling,,127.2,32.5,4.2,0.1,16.5,11.6,
bot,s005,2,sim-78f11c07f1517b12395b419012ca8f74,payee,b620cb51b8fd4f86b6c0a64e7c882a8a,step_up,99.87,0.5865,automation,friction_ceiling,,124.8,24.3,4.2,0.1,9.7,10.1,
bot,s005,2,sim-78f11c07f1517b12395b419012ca8f74,amount,54332dbf9e144047b67b080cc340787d,step_up,99.95,0.8798,automation,friction_ceiling,,119.9,24.1,4.8,0.2,9.5,9.4,
bot,s005,2,sim-78f11c07f1517b12395b419012ca8f74,confirmation,46dc52b8d9204b05b3ef26a69452341d,step_up,99.98,0.9135,automation,friction_ceiling,awaiting_step_up,186.7,49.4,4.8,0.2,10.5,9.1,24.6
bot,s005,3,sim-4aba202a53e06df695d8ba045b98079c,login,fc3b0869a2d14360904ad0873e5ab169,step_up,93.99,0.4375,automation,friction_ceiling,,129.7,32.9,3.9,0.1,19.3,9.5,
bot,s005,3,sim-4aba202a53e06df695d8ba045b98079c,payee,077ebc14f6ae46b482dc932e0b942a04,step_up,99.87,0.5865,automation,friction_ceiling,,137.0,22.6,4.1,0.1,8.9,9.4,
bot,s005,3,sim-4aba202a53e06df695d8ba045b98079c,amount,90ab0390af8d414bbad042144cb5636e,step_up,99.95,0.8798,automation,friction_ceiling,,123.4,30.0,4.4,0.1,15.6,9.7,
bot,s005,3,sim-4aba202a53e06df695d8ba045b98079c,confirmation,3cd73c74223f4c3c89fa2f4934f6c6e9,step_up,99.98,0.9135,automation,friction_ceiling,awaiting_step_up,189.6,55.1,5.4,0.2,11.6,9.3,28.5
bot,s005,4,sim-880794c324cb002e878429394bbdbbb6,login,d72fc78043a040dc827186bbdb52e655,step_up,93.99,0.4375,automation,friction_ceiling,,182.4,38.1,10.1,0.1,9.3,18.3,
bot,s005,4,sim-880794c324cb002e878429394bbdbbb6,payee,dc58326037084e059e4b2960d3fbc990,step_up,99.87,0.5865,automation,friction_ceiling,,126.0,24.0,4.2,0.1,10.6,9.0,
bot,s005,4,sim-880794c324cb002e878429394bbdbbb6,amount,d534cd9cdca947d9913c1965a974b660,step_up,99.95,0.8798,automation,friction_ceiling,,120.6,23.7,4.7,0.2,9.6,9.1,
bot,s005,4,sim-880794c324cb002e878429394bbdbbb6,confirmation,bad27773b9504bb88c8e8bb8b2cd093a,step_up,99.98,0.9135,automation,friction_ceiling,awaiting_step_up,164.2,52.0,4.6,0.2,12.2,9.9,25.0
replay,s005,0,sim-303bd23c301bff796beca943ef624f70,login,a9a79e67be644db28886e9e938c932ee,allow,9.53,0.4375,behaviour,,,130.8,22.5,4.0,0.1,8.7,9.5,
replay,s005,0,sim-303bd23c301bff796beca943ef624f70,payee,2636aead2af64dc68bcfdee25b55ba42,monitor,29.94,0.5865,behaviour,,,107.9,23.5,4.3,0.1,9.9,8.9,
replay,s005,0,sim-303bd23c301bff796beca943ef624f70,amount,b4e6df9ea28b4216afbe857e499fff09,step_up,54.36,0.8798,behaviour,,,119.4,37.3,4.6,0.2,21.0,11.4,
replay,s005,0,sim-303bd23c301bff796beca943ef624f70,confirmation,f58c6f4d1e374761a60ea3c16ec53d59,step_up,77.29,0.9135,behaviour,friction_ceiling,awaiting_step_up,164.3,65.3,4.7,0.2,21.3,10.2,28.7
replay,s005,1,sim-49fbbe88e43ad4ea484774d3ae5b6658,login,a13e5444972d47aea5d2706718bc57ce,allow,3.07,0.4375,automation,,,149.0,33.4,4.2,0.1,19.6,9.3,
replay,s005,1,sim-49fbbe88e43ad4ea484774d3ae5b6658,payee,f3a9295ba2094f52a0cf70a7f142a8e2,allow,5.13,0.5865,behaviour,,,121.9,31.9,4.2,0.1,17.3,10.2,
replay,s005,1,sim-49fbbe88e43ad4ea484774d3ae5b6658,amount,52377e0415854ac898f17f5bdca71977,allow,5.88,0.8798,behaviour,,,125.3,25.1,4.5,0.2,9.8,10.5,
replay,s005,1,sim-49fbbe88e43ad4ea484774d3ae5b6658,confirmation,c0f11c712b4e48209bb61c6a3a181846,step_up,75.15,0.9135,behaviour,friction_ceiling,awaiting_step_up,156.1,60.7,4.7,0.2,17.7,9.9,28.1
replay,s005,2,sim-dd40cbb371b7773d8614748e9d3e0dc2,login,031d8307b04343c48c827571adad4797,allow,2.55,0.4375,automation,,,133.8,33.4,3.8,0.1,18.9,10.4,
replay,s005,2,sim-dd40cbb371b7773d8614748e9d3e0dc2,payee,7c8ce2681d5746ec9c3db8c226d9df16,allow,2.38,0.5865,automation,,,145.6,27.0,4.7,0.1,11.9,10.1,
replay,s005,2,sim-dd40cbb371b7773d8614748e9d3e0dc2,amount,5498b38f49d344e48dd04e8ebabe4f2f,allow,1.09,0.8798,automation,,,123.3,31.0,4.4,0.2,12.3,13.9,
replay,s005,2,sim-dd40cbb371b7773d8614748e9d3e0dc2,confirmation,915a595f78714d05970ff9689d67dcb6,allow,7.06,0.9135,behaviour,,processing,146.7,56.7,4.8,0.2,9.9,9.2,32.4
replay,s005,3,sim-cf21a964a9ef068553b4be1c05ec5d15,login,88d59099b8c143a98ffd9be482c1c2c6,allow,2.19,0.4375,automation,,,126.3,22.4,3.9,0.1,9.1,9.0,
replay,s005,3,sim-cf21a964a9ef068553b4be1c05ec5d15,payee,f5461f935bbb41ea861c3bc8f0a18cfc,allow,1.16,0.5865,automation,,,124.9,27.4,4.1,0.1,9.3,13.8,
replay,s005,3,sim-cf21a964a9ef068553b4be1c05ec5d15,amount,d3670fdeb0044184b650c864e611072e,allow,0.47,0.8798,automation,,,133.5,34.9,4.7,0.2,20.3,9.5,
replay,s005,3,sim-cf21a964a9ef068553b4be1c05ec5d15,confirmation,be62a877cc224a62992ac3ca87781cd1,allow,0.42,0.9135,automation,,processing,163.1,52.3,4.7,0.2,13.7,9.7,23.8
replay,s005,4,sim-f40ee54961f8c37979dfe610ac1a2566,login,3f44cc4d722944b2971bf11265db2c0a,allow,2.47,0.4375,automation,,,123.1,27.0,4.0,0.1,8.9,13.8,
replay,s005,4,sim-f40ee54961f8c37979dfe610ac1a2566,payee,3c1bec90aa1f4a81ba96586e019dc66e,allow,2.44,0.5865,automation,,,118.9,24.6,4.2,0.1,9.8,10.2,
replay,s005,4,sim-f40ee54961f8c37979dfe610ac1a2566,amount,0cfbd93a107b4d97bd736d8542d777bb,allow,0.71,0.8798,automation,,,133.4,26.4,4.5,0.1,11.0,10.5,
replay,s005,4,sim-f40ee54961f8c37979dfe610ac1a2566,confirmation,3018259d927a47ca9ee9f79776e10738,allow,0.41,0.9135,automation,,processing,182.6,62.0,4.7,0.2,20.7,9.6,26.7
poisoning,s005,0,sim-34e64d71d78c234fee6813a09dc89af7,login,dd2191ef4a6d45f284492217696fe338,allow,3.92,0.4375,behaviour,,,130.2,29.5,3.8,0.1,16.3,9.1,
poisoning,s005,0,sim-34e64d71d78c234fee6813a09dc89af7,payee,8374955bc00141479ff48b7871f99edc,allow,5.83,0.5865,behaviour,,,144.9,33.4,4.0,0.1,19.3,9.7,
poisoning,s005,0,sim-34e64d71d78c234fee6813a09dc89af7,amount,a49976df26734e079097489f57987882,allow,7.17,0.8798,behaviour,,,123.2,28.9,5.6,0.2,9.8,13.1,
poisoning,s005,0,sim-34e64d71d78c234fee6813a09dc89af7,confirmation,0d254e42fd704f17ad4eec8e64fbc373,allow,17.66,0.9135,behaviour,,processing,160.7,65.7,4.9,0.2,22.0,10.0,28.5
poisoning,s005,1,sim-9d7278e14d8bc906f82931fca2aa6f29,login,a68f4b191e874f85a49a3d06b88ca8a7,allow,8.43,0.4375,behaviour,,,130.8,24.4,4.7,0.1,9.3,10.1,
poisoning,s005,1,sim-9d7278e14d8bc906f82931fca2aa6f29,payee,7a15c20d0a9049b4852e86fc4134a525,allow,16.89,0.5865,behaviour,,,123.6,27.7,4.5,0.1,13.2,9.6,
poisoning,s005,1,sim-9d7278e14d8bc906f82931fca2aa6f29,amount,60757067fb2640389d7c7d4c3a13f34e,monitor,24.42,0.8798,behaviour,,,121.0,26.1,4.4,0.2,11.3,10.0,
poisoning,s005,1,sim-9d7278e14d8bc906f82931fca2aa6f29,confirmation,f7369d4c28734463ac0d377d54b1dd0b,step_up,44.87,0.9135,behaviour,,awaiting_step_up,209.0,54.3,4.8,0.2,12.3,9.3,27.5
poisoning,s005,2,sim-794b159814e60e37d1ad962ce8a6dfab,login,7baade91c5844f63a2728aa765f34b0a,allow,3.89,0.4375,behaviour,,,115.8,25.0,4.1,0.1,10.8,9.6,
poisoning,s005,2,sim-794b159814e60e37d1ad962ce8a6dfab,payee,7a4dd9454f52433188db43af83eed103,allow,11.83,0.5865,behaviour,,,126.9,31.1,4.5,0.1,17.1,9.2,
poisoning,s005,2,sim-794b159814e60e37d1ad962ce8a6dfab,amount,27fc600ac98b4be597d03cbd46e5c780,monitor,24.69,0.8798,behaviour,,,132.7,37.7,4.6,0.2,17.7,15.1,
poisoning,s005,2,sim-794b159814e60e37d1ad962ce8a6dfab,confirmation,83ff8e9247ae46408f19da352b4f59e5,step_up,52.07,0.9135,behaviour,,awaiting_step_up,157.8,54.6,5.0,0.2,12.7,9.5,26.9
poisoning,s005,3,sim-0718ce6f53d4901e2035766e9622c421,login,8a129af69f6341f591a64c762bc70c6e,allow,5.57,0.4375,behaviour,,,110.8,22.9,4.2,0.1,9.3,9.1,
